10, 81, 407, 0.000000
15, 116, 880, 0.000000
20, 126, 1385, 0.000000
25, 185, 1892, 0.000000
30, 161, 2359, 0.000000
35, 232, 2804, 0.000000
40, 196, 3258, 0.000000
45, 252, 3751, 0.000000
50, 251, 4149, 0.000000
55, 293, 4701, 0.000000
60, 253, 5210, 0.000000
65, 253, 5680, 0.000000
70, 276, 6114, 0.001000
75, 291, 6550, 0.000000
80, 273, 7102, 0.000000
85, 375, 7461, 0.000000
90, 315, 8019, 0.000000
95, 339, 8462, 0.000000
100, 330, 9020, 0.000000
105, 330, 9417, 0.001000
110, 348, 9930, 0.000000
115, 423, 10387, 0.000000
120, 387, 10828, 0.000000
125, 335, 11427, 0.000000
130, 371, 11782, 0.000000
135, 381, 12341, 0.000000
140, 422, 12829, 0.000000
145, 370, 13292, 0.000000
150, 392, 13783, 0.000000
155, 376, 14064, 0.000000
160, 369, 14699, 0.001000
165, 410, 15169, 0.000000
170, 437, 15471, 0.000000
175, 361, 16103, 0.000000
180, 402, 16491, 0.001000
185, 421, 17045, 0.000000
190, 462, 17634, 0.000000
195, 438, 17997, 0.000000
200, 420, 18565, 0.001000
205, 401, 18968, 0.000000
210, 441, 19431, 0.000000
215, 436, 19983, 0.001000
220, 438, 20394, 0.000000
225, 491, 20916, 0.000000
230, 516, 21421, 0.000000
235, 475, 21914, 0.001000
240, 461, 22457, 0.000000
245, 438, 22814, 0.000000
250, 461, 23338, 0.001000
255, 509, 23690, 0.000000
260, 500, 24221, 0.000000
265, 541, 24697, 0.000000
270, 509, 25223, 0.001000
275, 512, 25624, 0.000000
280, 511, 26271, 0.000000
285, 491, 26641, 0.001000
290, 431, 27187, 0.000000
295, 453, 27424, 0.001000
300, 477, 27984, 0.000000
305, 493, 28510, 0.000000
310, 519, 28951, 0.000000
315, 516, 29587, 0.000000
320, 514, 29974, 0.000000
325, 553, 30474, 0.000000
330, 528, 30943, 0.001000
335, 540, 31460, 0.000000
340, 547, 31902, 0.000000
345, 505, 32362, 0.001000
350, 577, 32808, 0.000000
355, 565, 33437, 0.001000
360, 522, 33799, 0.000000
365, 565, 34252, 0.001000
370, 555, 34765, 0.000000
375, 527, 35197, 0.000000
380, 598, 35753, 0.000000
385, 538, 36111, 0.000000
390, 626, 36747, 0.001000
395, 588, 37177, 0.000000
400, 522, 37567, 0.001000
405, 568, 38154, 0.000000
410, 598, 38516, 0.001000
415, 625, 38919, 0.000000
420, 576, 39456, 0.001000
425, 601, 39960, 0.000000
430, 567, 40397, 0.001000
435, 643, 41135, 0.000000
440, 621, 41405, 0.001000
445, 665, 41938, 0.000000
450, 545, 42323, 0.001000
455, 538, 42963, 0.000000
460, 614, 43374, 0.001000
465, 679, 43832, 0.000000
470, 648, 44296, 0.001000
475, 651, 44551, 0.001000
480, 612, 45270, 0.000000
485, 658, 45758, 0.000000
490, 594, 46216, 0.001000
495, 613, 46640, 0.000000
500, 636, 47229, 0.000000
505, 672, 47753, 0.001000
510, 618, 48004, 0.000000
515, 652, 48604, 0.000000
520, 614, 49101, 0.001000
525, 575, 49486, 0.000000
530, 652, 50022, 0.001000
535, 606, 50484, 0.001000
540, 669, 50954, 0.000000
545, 630, 51450, 0.001000
550, 576, 51841, 0.001000
555, 655, 52467, 0.000000
560, 639, 52888, 0.001000
565, 574, 53354, 0.001000
570, 655, 53831, 0.000000
575, 613, 54293, 0.001000
580, 658, 54842, 0.001000
585, 751, 55299, 0.000000
590, 620, 55809, 0.001000
595, 699, 56267, 0.000000
600, 694, 56487, 0.000000
605, 637, 57134, 0.001000
610, 658, 57684, 0.001000
615, 699, 58111, 0.000000
620, 651, 58687, 0.001000
625, 657, 59112, 0.001000
630, 759, 59744, 0.001000
635, 647, 60006, 0.001000
640, 744, 60590, 0.000000
645, 707, 61143, 0.000000
650, 629, 61517, 0.001000
655, 664, 61982, 0.001000
660, 650, 62402, 0.000000
665, 661, 62809, 0.000000
670, 676, 63402, 0.001000
675, 683, 63902, 0.001000
680, 629, 64320, 0.000000
685, 721, 64901, 0.000000
690, 669, 65414, 0.001000
695, 670, 65642, 0.001000
700, 702, 66276, 0.001000
705, 652, 66732, 0.001000
710, 643, 67165, 0.001000
715, 719, 67668, 0.001000
720, 657, 68055, 0.001000
725, 711, 68768, 0.000000
730, 716, 69168, 0.000000
735, 715, 69603, 0.000000
740, 758, 70083, 0.001000
745, 702, 70582, 0.001000
750, 704, 71007, 0.001000
755, 802, 71499, 0.001000
760, 762, 72079, 0.000000
765, 682, 72409, 0.000000
770, 697, 73080, 0.001000
775, 747, 73464, 0.001000
780, 720, 73951, 0.001000
785, 748, 74402, 0.001000
790, 727, 74934, 0.001000
795, 665, 75216, 0.001000
800, 835, 75839, 0.001000
805, 734, 76252, 0.000000
810, 779, 76764, 0.001000
815, 677, 77263, 0.001000
820, 728, 77866, 0.001000
825, 727, 78291, 0.001000
830, 639, 78509, 0.001000
835, 703, 79221, 0.001000
840, 741, 79692, 0.001000
845, 758, 80221, 0.001000
850, 648, 80533, 0.001000
855, 757, 80985, 0.001000
860, 703, 81494, 0.000000
865, 662, 81997, 0.000000
870, 750, 82559, 0.001000
875, 759, 82861, 0.001000
880, 762, 83511, 0.001000
885, 706, 83953, 0.001000
890, 767, 84217, 0.001000
895, 688, 84791, 0.000000
900, 788, 85140, 0.000000
905, 710, 85882, 0.000000
910, 763, 86472, 0.000000
915, 741, 86886, 0.001000
920, 751, 87266, 0.001000
925, 701, 87805, 0.001000
930, 777, 88203, 0.001000
935, 840, 88695, 0.001000
940, 728, 89162, 0.001000
945, 808, 89758, 0.001000
950, 799, 90004, 0.001000
955, 779, 90598, 0.001000
960, 760, 91084, 0.001000
965, 748, 91781, 0.001000
970, 765, 92061, 0.001000
975, 666, 92656, 0.001000
980, 756, 92915, 0.001000
985, 757, 93406, 0.001000
990, 780, 94153, 0.001000
995, 748, 94473, 0.001000
1000, 749, 94904, 0.000000